,COMMERCIAL_TEAM,COMMERCIAL_COUNTRY_NAME,PERIOD,Commercial_SUBREGION_DESC,COMMERCIAL_DISTRICT_DESCRIPTION,NET_QTY,COMMERCIAL_DISTRICT,REGION_DESCRIPTION,COMMERCIAL_SALES_TERRITORY_CODE,CROP,SALES_TC_FXACT,COMMERCIAL_AREA_DESCRIPTION,COMMERCIAL_AREA_CODE,COMMERCIAL_TEAM_DESCRIPTION,SURCHARGE,GROSS_SALES,MATERIAL_NBR,REGION_CODE,COMPANY_CODE,BASE_SALES,DISCOUNT
91,CT56,Ukraine,2021.03,RUSSIA & UKRAINE,CD-Ukraine,510.5544604696372,CD-UA,EMEA,685.0,EGGPLANT,11113.531537386825,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1793.2476977936078,13132.026404309441,,1,3605.0,11338.778706515834,2018.494866922615
92,CT59,Iran,2022.03,IRAN,CD-Iran,65.45770774239236,CD-IR,EMEA,688.0,CARROT,24582.65807111776,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,3454.126525723675,27564.064992241038,,1,3605.0,24109.938466517364,2981.406921123277
93,CT53,Egypt,2022.07,MIDDLE EAST,CD-Egypt,1384.90806486876,CD-EG,EMEA,683.0,CUCUMBER,30330.202966004454,"TURKEY, M-EAST & MAGHREB",CAE2,MIDDLE EAST & EGYPT,6164.163158049343,35849.855376144566,,1,3605.0,29685.69221809522,5519.652410140112
94,CT58,Türkiye,2020.12,TURKEY,CD-Turkey,399.1940301725709,CD-TR,EMEA,604.0,OTHER VEGETABLE SEED,28789.377186215163,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,3552.110091681057,33165.30816143255,,1,3970.0,29613.198069751495,4375.930975217389
95,CT5,Spain,2022.08,IBERICA,CD-Spain,87.88887077297909,CD-ES,EMEA,649.0,TOMATO,13725.880065531248,SOUTH EUROPE,CAW1,IBERICA,2049.8364466666208,16804.44506572496,,1,3781.0,14754.608619058343,3078.5650001937147
96,CT7,Italy,2020.1,ITALY,CD-Italy,2519.637949579886,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,26856.25111393227,SOUTH EUROPE,CAW1,ITALY,4822.3459211855925,31748.673317667413,,1,3515.0,26926.32739648182,4892.422203735143
97,CT7,Italy,2020.11,ITALY,CD-Italy,546.2426136752731,CD-IT,EMEA,602.0,CAULIFLOWER,22522.695799718153,SOUTH EUROPE,CAW1,ITALY,3378.8932578733015,25308.17834615441,,1,3515.0,21929.28508828111,2785.482546436258
98,CT7,Italy,2020.08,ITALY,CD-Italy,1223.362861871488,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,27168.758887958807,SOUTH EUROPE,CAW1,ITALY,3434.573170441074,31926.163151229503,,1,3515.0,28491.589980788427,4757.404263270696
99,CT50,France,2022.01,EMEA PROCESSING,CD-France-Proc,111.2783818341211,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",24117.315618680885,NORTH EUROPE,CAW2,EMEA PROCESSING,3351.0683799112276,27901.688585495052,,1,3155.0,24550.620205583826,3784.372966814168
100,CT51,France,2021.04,EMEA GLASS,CD-France-Glass,227.111013857202,CD-FR-GLAS,EMEA,664.0,TOMATO,10716.63977795922,NORTH EUROPE,CAW2,EMEA GLASS,1431.5992893361415,13734.440490752922,,1,3354.0,12302.84120141678,3017.8007127937017
101,CT51,Netherlands,2022.09,EMEA GLASS,CD-Netherlands-Glass,813.7478131105361,CD-NL-GLAS,EMEA,663.0,CUCUMBER,20611.74546151213,NORTH EUROPE,CAW2,EMEA GLASS,3361.2962782691525,26861.184271129096,,1,3605.0,23499.88799285994,6249.438809616965
102,CT52,Germany,2021.03,NW OPEN FIELD,CD-Germany-Openf,786.6336948593321,CD-DE-OPEN,EMEA,671.0,CAULIFLOWER,14530.309658316024,NORTH EUROPE,CAW2,NW OPEN FIELD,2554.854939357061,17463.487434999584,10910847.0,1,3385.0,14908.632495642523,2933.17777668356
103,CT59,Iran,2022.11,IRAN,CD-Iran,1459.394323125994,CD-IR,EMEA,688.0,TOMATO,17687.836898863225,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,3048.454530866153,21753.607664819137,,1,3605.0,18705.153133952983,4065.770765955912
104,CT51,Netherlands,2020.11,EMEA GLASS,CD-Netherlands-Glass,856.611944948284,CD-NL-GLAS,EMEA,663.0,TOMATO,13135.825299171847,NORTH EUROPE,CAW2,EMEA GLASS,2091.983277382002,15581.78715031037,,1,3155.0,13489.803872928369,2445.9618511385224
105,CT51,Netherlands,2021.08,EMEA GLASS,CD-Netherlands-Glass,177.8738876220114,CD-NL-GLAS,EMEA,663.0,TOMATO,19408.70097996373,NORTH EUROPE,CAW2,EMEA GLASS,2392.4457678510257,21905.007133239265,,1,3605.0,19512.56136538824,2496.3061532755364
106,CT52,Germany,2020.12,NW OPEN FIELD,CD-Germany-Openf,423.259878417962,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,11964.633222523704,NORTH EUROPE,CAW2,NW OPEN FIELD,1982.3958477820725,13872.703146774731,,1,3385.0,11890.307298992659,1908.0699242510268
107,CT52,Germany,2020.02,NW OPEN FIELD,CD-Germany-Openf,916.2379289348936,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,20719.732971864083,NORTH EUROPE,CAW2,NW OPEN FIELD,2418.6956008954594,24003.080925152484,,1,3385.0,21584.385324257026,3283.3479532884026
108,CT52,Germany,2021.02,NW OPEN FIELD,CD-Germany-Openf,1992.876365258414,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,10154.451393900414,NORTH EUROPE,CAW2,NW OPEN FIELD,1686.7182362371793,11996.677478700582,,1,3385.0,10309.959242463403,1842.226084800167
109,CT52,Netherlands,2022.03,NW OPEN FIELD,CD-Netherlands-Openf,254.1213551403079,CD-NL-OPEN,EMEA,669.0,CARROT,12158.728609105663,NORTH EUROPE,CAW2,NW OPEN FIELD,1969.694129514589,14845.203408115765,,1,3605.0,12875.509278601177,2686.4747990101027
110,CT5,Spain,2022.09,IBERICA,CD-Spain,317.2110010826584,CD-ES,EMEA,649.0,OTHER VEGETABLE SEED,24732.05722979369,SOUTH EUROPE,CAW1,IBERICA,4750.185705805365,29548.901755538867,,1,3781.0,24798.716049733503,4816.844525745179
111,CT51,France,2022.02,EMEA GLASS,CD-France-Glass,1136.204011644767,CD-FR-GLAS,EMEA,664.0,TOMATO,21067.28906369088,NORTH EUROPE,CAW2,EMEA GLASS,3803.916161457323,24850.594438200544,,1,3354.0,21046.67827674322,3783.305374509663
112,CT51,Netherlands,2020.07,EMEA GLASS,CD-Netherlands-Glass,42.77886051317478,CD-NL-GLAS,EMEA,663.0,CUCUMBER,27819.37732659233,NORTH EUROPE,CAW2,EMEA GLASS,4052.4638880319117,32243.434364632878,,1,3605.0,28190.970476600967,4424.057038040549
113,CT52,Germany,2021.05,NW OPEN FIELD,CD-Germany-Openf,1542.886676845652,CD-DE-OPEN,EMEA,671.0,CAULIFLOWER,18932.30541665749,NORTH EUROPE,CAW2,NW OPEN FIELD,3022.6739775805636,22663.812392693406,,1,3385.0,19641.138415112844,3731.5069760359156
114,CT52,France,2020.04,NW OPEN FIELD,CD-France-Openf,353.360331746742,CD-FR-OPEN,EMEA,670.0,MELON,24628.014045905227,NORTH EUROPE,CAW2,NW OPEN FIELD,3735.3551677976,28332.347888345466,,1,3354.0,24596.992720547867,3704.3338424402386
115,CT52,Netherlands,2021.04,NW OPEN FIELD,CD-Netherlands-Openf,4.457638815243854,CD-NL-OPEN,EMEA,669.0,CAULIFLOWER,25900.348682308908,NORTH EUROPE,CAW2,NW OPEN FIELD,3423.6644602469646,29094.438572090174,,1,3155.0,25670.77411184321,3194.0898897812654
116,CT7,Italy,2021.02,ITALY,CD-Italy,1645.629764249621,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,25557.065504773374,SOUTH EUROPE,CAW1,ITALY,3076.7801461412537,28761.9369417171,,1,3515.0,25685.156795575847,3204.871436943724
117,CT51,Netherlands,2022.01,EMEA GLASS,CD-Netherlands-Glass,1618.082596492854,CD-NL-GLAS,EMEA,663.0,CUCUMBER,24796.525157653752,NORTH EUROPE,CAW2,EMEA GLASS,4169.526606992218,29580.663560093333,,1,3605.0,25411.136953101115,4784.138402439582
118,CT52,Germany,2021.03,NW OPEN FIELD,CD-Germany-Openf,563.0194738154538,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,14065.611850562678,NORTH EUROPE,CAW2,NW OPEN FIELD,2032.7500594865157,16979.703933380653,,1,3385.0,14946.953873894137,2914.0920828179756
119,CT52,Germany,2021.04,NW OPEN FIELD,CD-Germany-Openf,972.3066592659957,CD-DE-OPEN,EMEA,671.0,BROCCOLI,23124.061238976978,NORTH EUROPE,CAW2,NW OPEN FIELD,2431.4739368288665,26439.507895478266,11501779.0,1,3385.0,24008.033958649397,3315.446656501289
120,CT52,Germany,2022.03,NW OPEN FIELD,CD-Germany-Openf,362.9289156465247,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,10098.686855113554,NORTH EUROPE,CAW2,NW OPEN FIELD,1410.4121159107945,12145.461475474272,,1,3385.0,10735.049359563478,2046.7746203607187
121,CT52,France,2020.04,NW OPEN FIELD,CD-France-Openf,695.5730654768496,CD-FR-OPEN,EMEA,670.0,MELON,24662.190596638444,NORTH EUROPE,CAW2,NW OPEN FIELD,3279.738390308957,26791.810271398623,,1,3354.0,23512.071881089665,2129.6196747601784
122,CT56,Rep. of Belarus,2020.02,RUSSIA & UKRAINE,CD-Belarus,2332.849087130905,CD-BY,EMEA,685.0,TOMATO,12281.896326321323,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,1794.3505566271544,14885.889434509281,,1,3605.0,13091.538877882127,2603.9931081879577
123,CT56,Rep. of Belarus,2022.12,RUSSIA & UKRAINE,CD-Belarus,1101.297300244034,CD-BY,EMEA,685.0,CUCUMBER,22216.766980767923,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2676.0718832102584,26943.34819360968,,1,3605.0,24267.276310399422,4726.5812128417565
124,CT56,Ukraine,2022.12,RUSSIA & UKRAINE,CD-Ukraine,18.27470479632348,CD-UA,EMEA,685.0,PEPPER,23847.041686786233,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,3634.1813451932258,27647.654554974088,,1,3605.0,24013.473209780863,3800.6128681878554
125,CT59,Iran,2020.04,IRAN,CD-Iran,1299.470790251632,CD-IR,EMEA,688.0,CAULIFLOWER,22322.02929632328,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,3254.48016320168,28709.952827805635,,1,3605.0,25455.472664603956,6387.923531482358
126,CT50,Germany,2021.02,EMEA PROCESSING,CD-Germany-Proc,180.9756011747572,CD-DE-PROC,EMEA,658.0,PEA,16957.834570893043,NORTH EUROPE,CAW2,EMEA PROCESSING,2483.442073192331,19303.357547407475,,1,3605.0,16819.915474215144,2345.522976514432
127,CT52,Germany,2021.1,NW OPEN FIELD,CD-Germany-Openf,171.6297461577828,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,26157.786805000895,NORTH EUROPE,CAW2,NW OPEN FIELD,4510.958720751876,30501.95834656022,,1,3385.0,25990.999625808345,4344.171541559325
128,CT52,Germany,2022.04,NW OPEN FIELD,CD-Germany-Openf,329.8277067035401,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,13414.134608513295,NORTH EUROPE,CAW2,NW OPEN FIELD,1830.4141832581768,15780.64343513948,,1,3385.0,13950.229251881303,2366.508826626185
129,CT52,France,2020.05,NW OPEN FIELD,CD-France-Openf,54.49931197015565,CD-FR-OPEN,EMEA,670.0,CAULIFLOWER,29184.101630255085,NORTH EUROPE,CAW2,NW OPEN FIELD,5603.8465512601315,33476.15966777835,,1,3354.0,27872.31311651822,4292.0580375232685
130,CTX1,Undef EMEA,2021.12,UNDEF EMEA,CD-Undef EMEA,959.627546422821,CD-X1,EMEA,911.0,ONION,22409.333810768927,UNDEF EMEA,CAX1,UNDEF EMEA,3587.013183874466,25321.005930429677,,1,3605.0,21733.99274655521,2911.672119660752
131,CT5,Spain,2021.07,IBERICA,CD-Spain,160.4679175504694,CD-ES,EMEA,649.0,OTHER VEGETABLE SEED,19232.292340187156,SOUTH EUROPE,CAW1,IBERICA,2343.4920722187267,22256.489159453773,,1,3781.0,19912.997087235046,3024.196819266618
132,CT7,Italy,2020.11,ITALY,CD-Italy,421.3981732120667,CD-IT,EMEA,602.0,MELON,12016.365689963726,SOUTH EUROPE,CAW1,ITALY,2297.18457730842,13952.226964756714,,1,3515.0,11655.042387448293,1935.861274792988
133,CT7,Italy,2021.04,ITALY,CD-Italy,414.5715803759407,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,13189.280662090841,SOUTH EUROPE,CAW1,ITALY,1583.3832516088808,16185.401998954869,,1,3515.0,14602.018747345988,2996.1213368640274
134,CT50,Germany,2021.09,EMEA PROCESSING,CD-Germany-Proc,1363.171811608662,CD-DE-PROC,EMEA,658.0,SWEET CORN,17872.541090977065,NORTH EUROPE,CAW2,EMEA PROCESSING,2844.554460836597,19952.36229169476,,1,3385.0,17107.807830858164,2079.8212007176935
135,CT51,France,2020.1,EMEA GLASS,CD-France-Glass,543.5773780150666,CD-FR-GLAS,EMEA,664.0,TOMATO,19421.38722092202,NORTH EUROPE,CAW2,EMEA GLASS,3168.757601037939,22455.110915603345,,1,3354.0,19286.353314565407,3033.723694681324
136,CT1,Kenya,2021.1,CENTER EAST AFRICA,CD-Kenya,275.2009312170334,CD-KE,EMEA,638.0,OTHER VEGETABLE SEED,28840.556389998223,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,4086.329930345594,33320.9449083674,,1,3539.0,29234.6149780218,4480.388518369174
137,CT56,Croatia,2022.06,CENTRAL EUROPE & BALKANS,CD-Croatia,159.6302592988957,CD-HR,EMEA,634.0,OTHER VEGETABLE SEED,19423.887439556584,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2751.6255513470564,23298.99703487567,,1,3605.0,20547.371483528612,3875.109595319084
138,CT50,Germany,2020.01,EMEA PROCESSING,CD-Germany-Proc,1771.490117242679,CD-DE-PROC,EMEA,658.0,PEA,18045.833860429913,NORTH EUROPE,CAW2,EMEA PROCESSING,2372.017031042507,21621.908782658385,,1,3605.0,19249.89175161588,3576.074922228471
139,CT52,Germany,2022.07,NW OPEN FIELD,CD-Germany-Openf,903.6222132041685,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,8975.431776140551,NORTH EUROPE,CAW2,NW OPEN FIELD,1117.7780663990734,11236.251412518359,,1,3385.0,10118.473346119286,2260.819636377807
140,CTX1,Undef EMEA,2020.09,UNDEF EMEA,CD-Undef EMEA,679.4212143929144,CD-X1,EMEA,911.0,TOMATO,27925.142241217764,UNDEF EMEA,CAX1,UNDEF EMEA,3840.863800599283,33319.19065012054,,1,3605.0,29478.326849521258,5394.048408902775
141,CT1,Kenya,2020.11,CENTER EAST AFRICA,CD-Kenya,391.4971222547229,CD-KE,EMEA,638.0,OTHER VEGETABLE SEED,17544.942596694913,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,3005.0996766808507,20357.75478741479,,1,3539.0,17352.65511073394,2812.8121907198756
142,CT7,Italy,2020.03,ITALY,CD-Italy,1415.981587580773,CD-IT,EMEA,602.0,CAULIFLOWER,18668.742432277817,SOUTH EUROPE,CAW1,ITALY,2820.3946158274375,22548.0085552615,,1,3515.0,19727.61393943406,3879.2661229836813
143,CT7,Italy,2021.11,ITALY,CD-Italy,1010.822877376355,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,9647.833071468498,SOUTH EUROPE,CAW1,ITALY,999.1246136131218,11246.453359568999,,1,3515.0,10247.328745955878,1598.620288100501
144,CT7,Italy,2021.04,ITALY,CD-Italy,1050.607300738116,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,27848.59812438455,SOUTH EUROPE,CAW1,ITALY,4464.62752387254,32783.427342337614,,1,3515.0,28318.79981846507,4934.829217953065
145,CT51,France,2021.12,EMEA GLASS,CD-France-Glass,1488.156726723706,CD-FR-GLAS,EMEA,664.0,TOMATO,23642.572587557046,NORTH EUROPE,CAW2,EMEA GLASS,2957.9092372810737,26740.32919501035,,1,3354.0,23782.419957729275,3097.7566074533033
146,CT51,France,2021.03,EMEA GLASS,CD-France-Glass,1555.760362519128,CD-FR-GLAS,EMEA,664.0,TOMATO,18302.295605307543,NORTH EUROPE,CAW2,EMEA GLASS,2629.570914920056,21909.55287284078,,1,3354.0,19279.981957920725,3607.257267533237
147,CT51,France,2021.06,EMEA GLASS,CD-France-Glass,498.9935955005118,CD-FR-GLAS,EMEA,664.0,TOMATO,20292.464702876383,NORTH EUROPE,CAW2,EMEA GLASS,2766.739820058444,23331.43497790653,,1,3354.0,20564.695157848088,3038.970275030149
148,CT51,Netherlands,2020.11,EMEA GLASS,CD-Netherland-Glass,1012.52759346649,CD-NL-GLAS,EMEA,663.0,CUCUMBER,26124.014515552968,NORTH EUROPE,CAW2,EMEA GLASS,2648.736268329916,29221.33571684116,,1,3605.0,26572.599448511242,3097.3212012881922
149,CT52,Germany,2022.03,NW OPEN FIELD,CD-Germany-Openf,201.2318498335786,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,11636.855755089662,NORTH EUROPE,CAW2,NW OPEN FIELD,1661.6039303842203,13335.462334804932,,1,3385.0,11673.858404420711,1698.6065797152692
150,CT56,Ukraine,2021.03,RUSSIA & UKRAINE,CD-Ukraine,1624.675451547729,CD-UA,EMEA,685.0,WATERMELON,13971.936627104144,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2546.485865055711,16579.66511820652,,1,3605.0,14033.179253150809,2607.7284911023785
151,CT59,Iran,2020.03,IRAN,CD-Iran,220.7017989884664,CD-IR,EMEA,688.0,MELON,29165.643061529692,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,2688.8471901067787,32294.635868338133,,1,3605.0,29605.788678231354,3128.9928068084414
152,CT59,Iran,2022.04,IRAN,CD-Iran,1966.041423435471,CD-IR,EMEA,688.0,CUCUMBER,23969.32727468859,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,4513.361833273835,32163.000196994173,,1,3605.0,27649.638363720336,8193.672922305585
153,CT51,France,2022.01,EMEA GLASS,CD-France-Glass,657.3318649587089,CD-FR-GLAS,EMEA,664.0,TOMATO,26294.118320886184,NORTH EUROPE,CAW2,EMEA GLASS,3486.262203316131,32436.4836382198,,1,3354.0,28950.22143490367,6142.365317333615
154,CT51,Netherlands,2020.05,EMEA GLASS,CD-Netherlands-Glass,1988.203403110946,CD-NL-GLAS,EMEA,663.0,SQUASH,18529.018262481273,NORTH EUROPE,CAW2,EMEA GLASS,3482.34513822993,21504.399253255266,,1,3605.0,18022.054115025338,2975.380990773993
155,CT52,Germany,2022.06,NW OPEN FIELD,CD-Germany-Openf,1616.346562527567,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,11757.843066353224,NORTH EUROPE,CAW2,NW OPEN FIELD,1815.0417739842148,14052.754849988094,,1,3385.0,12237.71307600388,2294.9117836348705
156,CT52,Netherlands,2022.03,NW OPEN FIELD,CD-Netherlands-Openf,2007.837896503827,CD-NL-OPEN,EMEA,669.0,ONION,15438.53770871296,NORTH EUROPE,CAW2,NW OPEN FIELD,2030.4148984929675,17345.825020469085,,1,3605.0,15315.410121976118,1907.2873117561253
157,CT1,Uganda,2020.02,CENTER EAST AFRICA,CD-Uganda,1371.323896729527,CD-UG,EMEA,638.0,OTHER VEGETABLE SEED,21155.56604995962,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,3423.87387045254,26521.951551184786,,1,3539.0,23098.077680732247,5366.385501225165
158,CT56,Hungary,2020.11,CENTRAL EUROPE & BALKANS,CD-Hungary,650.3292966973723,CD-HU,EMEA,634.0,PEA,23063.421153972446,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,2611.101242311265,28092.87693887246,,1,3605.0,25481.775696561195,5029.455784900017
159,CT5,Spain,2021.1,IBERICA,CD-Spain,725.72949179131,CD-ES,EMEA,649.0,OTHER VEGETABLE SEED,17136.124918520876,SOUTH EUROPE,CAW1,IBERICA,3176.3084440463667,21138.082947953204,,1,3781.0,17961.774503906836,4001.9580294323273
160,CT51,France,2022.11,EMEA GLASS,CD-France-Glass,116.7553942663712,CD-FR-GLAS,EMEA,664.0,TOMATO,21256.218672025116,NORTH EUROPE,CAW2,EMEA GLASS,3132.2106366267067,24361.521640353658,,1,3354.0,21229.31100372695,3105.3029683285417
161,CT51,France,2022.04,EMEA GLASS,CD-France-Glass,851.4801403035394,CD-FR-GLAS,EMEA,664.0,TOMATO,20843.530521916855,NORTH EUROPE,CAW2,EMEA GLASS,4129.92990300402,24205.9746098412,,1,3354.0,20076.04470683718,3362.4440879243434
162,CT52,Germany,2022.02,NW OPEN FIELD,CD-Germany-Openf,778.8641319355982,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,9948.646778458622,NORTH EUROPE,CAW2,NW OPEN FIELD,1799.7324905863757,12838.682701454594,,1,3385.0,11038.950210868219,2890.035922995972
163,CT52,Netherlands,2021.04,NW OPEN FIELD,CD-Netherlands-Openf,211.7717383854315,CD-NL-OPEN,EMEA,669.0,BROCCOLI,24444.764519452685,NORTH EUROPE,CAW2,NW OPEN FIELD,3523.8056359060656,29001.711345057458,,1,3155.0,25477.905709151393,4556.946825604775
164,CTX1,Undef EMEA,2020.09,UNDEF EMEA,CD-Undef EMEA,1951.648783581837,CD-X1,EMEA,911.0,TOMATO,23447.49825708563,UNDEF EMEA,CAX1,UNDEF EMEA,2135.5627153991763,28369.602235147402,,1,3605.0,26234.039519748225,4922.10397806177
165,CT1,Uganda,2021.12,CENTER EAST AFRICA,CD-Uganda,889.3140081263745,CD-UG,EMEA,638.0,OTHER VEGETABLE SEED,27512.45771060617,"E-EUROPE, AFRICA & IRAN",CAE1,AFRICA,3708.0047309349106,30213.096631645534,,1,3539.0,26505.091900710624,2700.6389210393654
166,CT56,Kazakhstan,2021.01,RUSSIA & UKRAINE,CD-Kazakhstan,1585.385300825026,CD-KZ,EMEA,685.0,CUCUMBER,28548.4198533735,"E-EUROPE, AFRICA & IRAN",CAE1,E-EUROPE & ISRAEL,5789.5111749759935,34680.61927063636,,1,3605.0,28891.108095660366,6132.199417262858
167,CT59,Iran,2020.01,IRAN,CD-Iran,1232.979537210131,CD-IR,EMEA,688.0,CABBAGE,18350.385927205978,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,3388.8404949387764,22781.395602986257,,1,3605.0,19392.55510804748,4431.00967578028
168,CT58,Türkiye,2022.09,TURKEY,CD-Turkey,1907.641684777802,CD-TR,EMEA,604.0,OTHER VEGETABLE SEED,15848.895507433923,"TURKEY, M-EAST & MAGHREB",CAE2,TURKEY & S-CA,2271.083512120098,17475.19543754076,,1,3970.0,15204.11192542066,1626.2999301068355
169,CT7,Italy,2020.11,ITALY,CD-Italy,29.43460722380996,CD-IT,EMEA,602.0,CAULIFLOWER,10833.475352922454,SOUTH EUROPE,CAW1,ITALY,1961.0030858207144,13583.393826947047,,1,3515.0,11622.390741126334,2749.918474024593
170,CT7,Italy,2021.03,ITALY,CD-Italy,1234.627262805596,CD-IT,EMEA,602.0,OTHER VEGETABLE SEED,11290.900981287552,SOUTH EUROPE,CAW1,ITALY,2098.2202879696943,12888.882907497638,,1,3515.0,10790.662619527944,1597.9819262100857
171,CT50,France,2022.05,EMEA PROCESSING,CD-France-Proc,1780.462166283026,CD-FR-PROC,EMEA,657.0,PEA,13644.501834526918,NORTH EUROPE,CAW2,EMEA PROCESSING,2217.0580258819587,16465.033959548895,,1,3155.0,14247.975933666938,2820.5321250219763
172,CT51,France,2022.12,EMEA GLASS,CD-France-Glass,573.8194810985711,CD-FR-GLAS,EMEA,664.0,TOMATO,23448.001508638747,NORTH EUROPE,CAW2,EMEA GLASS,3859.982647308864,25613.15708428012,,1,3354.0,21753.174436971254,2165.1555756413727
173,CT51,Netherlands,2020.08,EMEA GLASS,CD-Netherland-Glass,361.7816832077351,CD-NL-GLAS,EMEA,663.0,SQUASH,13990.626270917712,NORTH EUROPE,CAW2,EMEA GLASS,1927.6613099242531,15554.722619019481,,1,3155.0,13627.061309095228,1564.096348101769
174,CT52,Netherlands,2022.03,NW OPEN FIELD,CD-Netherland-Openf,318.2938170128239,CD-NL-OPEN,EMEA,669.0,LEEK,19036.153042240774,NORTH EUROPE,CAW2,NW OPEN FIELD,2316.8273155162437,21748.671193450715,,1,3605.0,19431.843877934472,2712.5181512099416
175,CT59,Iran,2022.03,IRAN,CD-Iran,2184.372031532995,CD-IR,EMEA,688.0,PEPPER,14520.640745489003,"E-EUROPE, AFRICA & IRAN",CAE1,IRAN,1980.3957742593166,17112.868531093955,,1,3605.0,15132.472756834639,2592.2277856049514
176,CT7,Italy,2020.08,ITALY,CD-Italy,489.5202070300987,CD-IT,EMEA,602.0,TOMATO,10164.076634349463,SOUTH EUROPE,CAW1,ITALY,1537.0303386865298,11835.81051120273,,1,3515.0,10298.780172516199,1671.7338768532666
177,CT50,France,2021.06,EMEA PROCESSING,CD-France-Proc,1207.166969111365,CD-FR-PROC,EMEA,657.0,"BEAN, GARDEN",19055.81343403797,NORTH EUROPE,CAW2,EMEA PROCESSING,2709.188778706245,22769.76805359516,,1,3155.0,20060.579274888914,3713.954619557191
178,CT51,France,2020.09,EMEA GLASS,CD-France-Glass,757.3202398053267,CD-FR-GLAS,EMEA,664.0,TOMATO,21990.33157392773,NORTH EUROPE,CAW2,EMEA GLASS,3081.2442084347167,24999.2805461721,,1,3354.0,21918.036337737383,3008.948972244367
179,CT51,France,2021.11,EMEA GLASS,CD-France-Glass,256.4044187237746,CD-FR-GLAS,EMEA,664.0,TOMATO,26098.63651731698,NORTH EUROPE,CAW2,EMEA GLASS,4124.340966501699,30666.287896171278,,1,3354.0,26541.94692966958,4567.651378854297
180,CT51,Netherlands,2022.12,EMEA GLASS,CD-Netherlands-Glass,1754.652515986464,CD-NL-GLAS,EMEA,663.0,TOMATO,20662.477209229786,NORTH EUROPE,CAW2,EMEA GLASS,2966.1155656362507,22592.256597162454,,1,3605.0,19626.141031526204,1929.7793879326673
181,CT52,Germany,2020.04,NW OPEN FIELD,CD-Germany-Openf,160.6025141828428,CD-DE-OPEN,EMEA,671.0,OTHER VEGETABLE SEED,20163.250994848204,NORTH EUROPE,CAW2,NW OPEN FIELD,3438.0974831079384,22853.12021031746,,1,3385.0,19415.02272720952,2689.8692154692544
182,CT52,Netherlands,2020.04,NW OPEN FIELD,CD-Netherlands-Openf,311.0917007023014,CD-NL-OPEN,EMEA,669.0,CARROT,25285.462102465535,NORTH EUROPE,CAW2,NW OPEN FIELD,4958.794143189831,29974.90440865585,,1,3155.0,25016.11026546602,4689.442306190316
183,CT51,Netherlands,2021.03,EMEA GLASS,CD-Netherlands-Glass,46.22105778982755,CD-NL-GLAS,EMEA,663.0,CUCUMBER,11623.479180866549,NORTH EUROPE,CAW2,EMEA GLASS,1714.3255370722466,14300.929145274235,,1,3605.0,12586.603608201987,2677.4499644076855
184,CT51,Netherlands,2021.07,EMEA GLASS,CD-Netherland-Glass,1656.008021166818,CD-NL-GLAS,EMEA,663.0,CUCUMBER,13179.372065954803,NORTH EUROPE,CAW2,EMEA GLASS,2259.855496573405,15239.956100699783,,1,3605.0,12980.100604126377,2060.58403474498
